image,land_cover
26.9791_69.8901.png,Built-up
23.4635_71.1682.png,Built-up
27.2707_68.9678.png,Shrubland
23.8120_67.9265.png,Permanent_water_bodies
26.5972_68.6853.png,Shrubland
26.7703_69.8989.png,Built-up
27.1468_77.2902.png,Grassland
27.4120_69.6677.png,Shrubland
24.2296_67.3353.png,Permanent_water_bodies
23.9749_71.2148.png,Built-up
23.9749_71.2559.png,Built-up
22.5134_69.8296.png,
25.5291_76.1490.png,Grassland
21.9959_72.3472.png,
25.6619_68.1853.png,Shrubland
27.5708_69.6941.png,Shrubland
26.9791_73.7902.png,Grassland
24.0249_69.5682.png,Built-up
24.1791_82.9283.png,Herbaceous_wetland
24.1135_68.9059.png,
23.7079_89.9158.png,Permanent_water_bodies
23.9249_69.0972.png,
29.7083_75.4146.png,Cropland
29.5791_74.5402.png,Grassland
28.8555_73.4078.png,Built-up
28.6791_72.5578.png,Built-up
24.1619_67.3177.png,Permanent_water_bodies
21.8047_70.9560.png,Grassland
21.8371_72.4384.png,
24.3085_71.0441.png,Shrubland
26.6117_89.6107.png,Tree_cover
23.6283_84.2740.png,Tree_cover
21.7459_72.2884.png,Permanent_water_bodies
24.2047_70.7972.png,Built-up
23.7370_84.1354.png,Tree_cover
21.9959_72.3796.png,Permanent_water_bodies
23.9958_68.9648.png,Permanent_water_bodies
27.1380_74.0077.png,Grassland
26.9669_73.2287.png,Grassland
21.1249_70.0384.png,Permanent_water_bodies
24.4870_71.1972.png,Built-up
27.5972_69.7178.png,Shrubland
25.6383_68.2266.png,Shrubland
24.9884_68.0266.png,Permanent_water_bodies
27.4555_74.4787.png,Grassland
28.5643_80.6073.png,Tree_cover
26.8792_70.4166.png,Cropland
26.6620_68.6354.png,Shrubland
25.9384_67.9265.png,Shrubland
21.4249_70.8795.png,Grassland
26.4120_69.6178.png,Shrubland
21.5749_72.5648.png,Permanent_water_bodies
27.1207_69.4590.png,Shrubland
26.5119_69.4353.png,Shrubland
27.2472_69.2354.png,Shrubland
28.7791_72.8578.png,Cropland
25.7879_79.5783.png,Cropland
24.1871_70.9148.png,Built-up
26.6972_69.5442.png,Shrubland
23.1740_87.8519.png,Grassland
27.2967_69.9166.png,Cropland
26.1292_79.2397.png,Cropland
25.1879_75.7578.png,Shrubland
26.8472_68.6853.png,Shrubland
24.2249_69.2972.png,Built-up
26.9791_70.1401.png,Cropland
27.3555_71.1754.png,Cropland
27.4384_69.3678.png,Shrubland
27.0703_69.9902.png,Cropland
21.6547_72.4681.png,Permanent_water_bodies
23.9547_70.8472.png,Built-up
27.2055_74.0990.png,Grassland
23.9870_68.9648.png,Permanent_water_bodies
26.9056_69.7666.png,Cropland
23.7208_68.1853.png,Permanent_water_bodies
26.7703_70.2166.png,Cropland
27.3467_74.3788.png,Grassland
29.4969_76.0382.png,Cropland
27.4880_70.4166.png,Cropland
25.6556_79.5073.png,Cropland
28.0291_76.3753.png,Grassland
23.6749_70.1560.png,Permanent_water_bodies
27.4884_69.7354.png,Shrubland
25.5258_80.7397.png,Cropland
24.1783_71.0384.png,Built-up
23.3135_70.9472.png,Built-up
29.6291_78.5573.png,Tree_cover
25.6380_80.3749.png,Cropland
22.9047_70.3681.png,Permanent_water_bodies
23.9958_69.6471.png,Built-up
25.7758_80.0661.png,Cropland
26.8379_70.0902.png,Cropland
23.9547_71.0147.png,Built-up
22.5871_72.5147.png,Grassland
20.8283_70.4648.png,Permanent_water_bodies
26.6119_69.3265.png,Built-up
28.8203_75.0666.png,Grassland
24.5791_78.4783.png,Cropland
30.0704_76.4794.png,Grassland
27.4972_69.6677.png,Built-up
23.5749_84.4354.png,Tree_cover
24.1635_70.9971.png,Built-up
29.5791_78.6161.png,Tree_cover
27.3384_68.8975.png,Built-up
28.4968_80.2783.png,Tree_cover
25.4555_79.1661.png,Cropland
23.9782_69.0472.png,Permanent_water_bodies
23.1749_68.6181.png,Permanent_water_bodies
22.0459_69.1181.png,Permanent_water_bodies
23.1783_68.6148.png,Permanent_water_bodies
23.9782_69.1148.png,Permanent_water_bodies
23.8283_70.5560.png,Built-up
23.6047_70.0972.png,Permanent_water_bodies
24.2086_68.4976.png,Built-up
21.4283_72.6148.png,Permanent_water_bodies
24.6119_68.4942.png,Grassland
25.5708_68.2442.png,Built-up
27.2472_68.7975.png,Built-up
23.3459_70.8883.png,Built-up
24.3120_70.9766.png,Built-up
24.1292_82.8749.png,Permanent_water_bodies
27.1086_68.8678.png,Built-up
22.9249_72.1972.png,Grassland
21.0783_71.9182.png,Permanent_water_bodies
27.3968_69.9902.png,
21.8739_87.9931.png,
23.7546_84.1740.png,Tree_cover
21.6749_72.5182.png,Permanent_water_bodies
30.2644_77.9283.png,Tree_cover
23.5547_72.0560.png,Grassland
24.0459_69.4560.png,Built-up
26.6003_89.6019.png,Tree_cover
26.7791_74.4989.png,Cropland
27.8208_67.4976.png,Built-up
27.3586_69.5090.png,Built-up
26.8055_70.2166.png,
27.5086_69.6765.png,Built-up
25.1380_76.3665.png,Cropland
27.7055_82.3749.png,Tree_cover
24.1283_69.1383.png,
25.0703_76.1165.png,Cropland
27.6207_67.5090.png,Built-up
27.5295_67.8766.png,Grassland
23.8618_88.3641.png,Grassland
21.4249_72.5796.png,Permanent_water_bodies
26.9118_88.8641.png,Tree_cover
27.0203_70.4254.png,
26.7472_69.2442.png,Built-up
21.0871_72.6682.png,Permanent_water_bodies
28.7703_72.8666.png,
24.1707_67.3590.png,
24.8704_76.3902.png,Cropland
26.9968_70.3288.png,
26.7380_74.1902.png,Cropland
20.6783_70.8296.png,Permanent_water_bodies
26.8704_69.7578.png,
28.3644_80.4162.png,Tree_cover
25.5967_79.2749.png,Cropland
20.7871_73.4648.png,Tree_cover
25.3555_79.4485.png,Cropland
23.9958_69.6060.png,
22.0459_72.5059.png,Permanent_water_bodies
26.7169_74.2578.png,Cropland
26.2055_75.6754.png,Cropland
29.5056_74.1666.png,Cropland
25.4555_75.9754.png,Cropland
24.0046_69.6060.png,
28.6791_79.9573.png,Tree_cover
27.7143_82.4985.png,Tree_cover
23.5879_74.5578.png,Permanent_water_bodies
27.3296_69.2089.png,Built-up
26.5879_70.4754.png,
24.2971_68.8942.png,Built-up
21.8782_72.3972.png,Permanent_water_bodies
26.8619_69.0354.png,Built-up
25.6967_80.1573.png,Cropland
21.5249_72.3560.png,Permanent_water_bodies
27.1119_69.5354.png,Built-up
24.1783_71.2181.png,
21.0283_71.8148.png,Permanent_water_bodies
27.6295_69.7354.png,Built-up
24.1135_70.9296.png,
21.3782_72.4296.png,Permanent_water_bodies
23.8959_70.0682.png,Herbaceous_wetland
27.5620_69.7442.png,Built-up
24.1635_71.0472.png,
26.8704_71.4166.png,Cropland
24.2959_70.5296.png,
27.0791_69.8402.png,
22.0151_88.7519.png,
25.7291_78.8985.png,Cropland
23.7634_68.5472.png,Permanent_water_bodies
21.6749_71.4795.png,Cropland
22.9749_68.9384.png,Permanent_water_bodies
27.2586_69.5941.png,Built-up
27.1086_68.7854.png,Built-up
26.7472_68.5976.png,Built-up
27.4085_69.1677.png,Built-up
27.2086_68.9475.png,Built-up
24.5046_85.6206.png,Tree_cover
27.5119_69.6975.png,Built-up
24.1619_68.7678.png,
23.9870_70.8472.png,
23.6047_71.3296.png,
27.2619_69.5941.png,Built-up
27.0203_70.2166.png,
27.6292_74.5288.png,Cropland
25.3170_75.8665.png,Cropland
23.6135_68.4059.png,Permanent_water_bodies
22.4782_69.8560.png,Permanent_water_bodies
24.2458_71.0682.png,
27.5119_69.5853.png,Built-up
29.5704_74.5882.png,Cropland
24.1635_70.6181.png,
22.1370_72.4971.png,Permanent_water_bodies
21.9328_88.1343.png,
27.7879_82.1985.png,Tree_cover
29.3204_76.1294.png,Cropland
23.3249_71.0560.png,
29.1469_76.5382.png,Cropland
24.3871_71.3148.png,
26.2883_67.5442.png,Built-up
22.2135_72.4883.png,Permanent_water_bodies
26.7291_69.7078.png,Built-up
23.7135_84.3354.png,Tree_cover
27.3880_71.7401.png,Built-up
24.4086_67.2854.png,
26.7380_73.7666.png,Cropland
21.9547_72.3972.png,Permanent_water_bodies
27.4055_77.4397.png,Cropland
23.2959_71.4060.png,
22.6135_85.6942.png,Tree_cover
24.2959_70.9060.png,
26.3291_83.5161.png,Cropland
23.7634_85.7354.png,Tree_cover
27.3880_74.4288.png,Cropland
21.6459_72.5059.png,Permanent_water_bodies
27.0703_77.3489.png,Cropland
24.3135_70.5560.png,
28.9881_76.3970.png,Cropland
27.3670_69.9902.png,Built-up
22.2749_71.8648.png,Cropland
25.8707_67.9265.png,Built-up
23.2959_71.4148.png,
26.7883_69.1354.png,Tree_cover
27.6379_82.5985.png,Tree_cover
26.9620_68.7975.png,Tree_cover
28.8169_75.0754.png,Cropland
22.0135_72.4148.png,Permanent_water_bodies
26.7791_70.0902.png,Built-up
26.9004_88.8641.png,Tree_cover
23.5249_71.2471.png,
24.0783_70.7796.png,Shrubland
24.7055_76.2287.png,Grassland
24.0959_71.0796.png,
24.0371_70.7295.png,Shrubland
27.1879_70.4078.png,Built-up
24.2047_68.7296.png,Cropland
23.7546_70.9296.png,Shrubland
23.9884_68.2975.png,
21.8870_69.3971.png,Cropland
21.3635_73.4883.png,
27.2972_69.1941.png,Tree_cover
24.0046_70.1796.png,Cropland
23.3871_71.0560.png,Shrubland
23.9283_70.7383.png,Shrubland
23.6959_68.5148.png,Cropland
27.3472_69.2942.png,Tree_cover
23.8871_85.5706.png,Tree_cover
27.4170_70.0078.png,Shrubland
27.5379_74.6166.png,Cropland
27.5967_74.5254.png,Cropland
24.8120_66.9265.png,
23.7749_70.0296.png,Cropland
24.2795_68.0475.png,Built-up
28.5144_80.7283.png,Tree_cover
26.8555_77.5490.png,Cropland
23.7193_89.9483.png,Permanent_water_bodies
29.5967_74.4254.png,Cropland
23.2783_71.1796.png,Shrubland
23.8371_68.5181.png,Cropland
21.1370_72.0682.png,Cropland
23.7047_83.8854.png,Tree_cover
24.0046_70.0296.png,Cropland
29.5144_78.7283.png,Tree_cover
21.7249_72.3884.png,Cropland
21.6652_87.8140.png,Built-up
26.8415_88.4342.png,Tree_cover
27.0915_88.7519.png,Tree_cover
23.4749_71.3795.png,Shrubland
23.3371_71.2471.png,Shrubland
23.6283_68.4972.png,Cropland
27.4384_68.8590.png,Tree_cover
24.0749_70.7647.png,Shrubland
26.2556_75.6990.png,Cropland
27.3086_68.8441.png,Tree_cover
27.0586_69.3265.png,Tree_cover
22.1135_72.4182.png,Cropland
26.9884_68.8441.png,Tree_cover
26.5796_69.3854.png,Tree_cover
28.4969_76.4382.png,Cropland
20.7635_72.8384.png,Cropland
23.8783_71.0384.png,Shrubland
27.0383_69.3177.png,Tree_cover
29.6293_76.8382.png,Grassland
23.8871_71.0560.png,Shrubland
27.0703_70.3254.png,Shrubland
21.5459_72.4648.png,Cropland
23.9586_68.6765.png,
20.9871_71.6648.png,Cropland
25.4291_79.2897.png,Grassland
26.8792_70.3901.png,Shrubland
24.0086_68.1941.png,
27.6143_82.4661.png,Tree_cover
24.1547_69.2796.png,Shrubland
21.9749_72.4296.png,Cropland
24.6972_67.1853.png,
26.3707_67.5853.png,Tree_cover
24.2282_71.2383.png,Shrubland
27.2619_69.5976.png,Tree_cover
27.1879_74.4787.png,Grassland
24.3472_68.7178.png,Tree_cover
24.2249_68.8681.png,Shrubland
27.2791_73.8402.png,Grassland
27.0796_69.3177.png,Tree_cover
22.9047_70.6796.png,Tree_cover
23.5459_71.4384.png,Shrubland
26.9884_68.7975.png,Tree_cover
26.8555_69.7490.png,
22.8249_69.8182.png,Cropland
21.4371_73.8471.png,Cropland
25.8971_67.7476.png,Tree_cover
24.0283_69.5560.png,Shrubland
27.3291_73.9754.png,Grassland
23.5459_71.3182.png,Shrubland
26.7208_69.3265.png,Tree_cover
26.6380_74.2401.png,Grassland
24.0547_69.3681.png,Shrubland
27.4085_69.2354.png,Tree_cover
26.9669_70.1902.png,
24.0283_72.8884.png,Permanent_water_bodies
23.8384_67.9353.png,
27.4296_69.5354.png,Tree_cover
21.5371_72.5560.png,Permanent_water_bodies
26.9880_70.3901.png,
23.3749_71.1648.png,
28.5144_80.8073.png,Tree_cover
27.0791_73.9989.png,Grassland
25.4056_80.4661.png,Grassland
28.2292_81.2249.png,Tree_cover
27.4972_69.7090.png,Tree_cover
27.0703_69.6990.png,
26.3795_67.6853.png,
25.5586_68.2590.png,Tree_cover
23.9884_67.4177.png,
25.3257_79.1397.png,Grassland
26.1295_67.8089.png,Tree_cover
27.2384_69.1853.png,Tree_cover
24.1972_68.6975.png,
27.3619_68.8265.png,Tree_cover
22.0547_72.5147.png,Permanent_water_bodies
21.8547_72.3884.png,Permanent_water_bodies
23.9283_69.6295.png,Permanent_water_bodies
24.1783_68.9560.png,Permanent_water_bodies
24.0471_68.1677.png,Permanent_water_bodies
22.8782_70.0059.png,Permanent_water_bodies
25.8208_68.2266.png,Cropland
23.7546_70.0182.png,Permanent_water_bodies
23.9782_70.9681.png,
24.0959_69.2972.png,
26.4972_69.5090.png,Cropland
26.9968_70.3989.png,Built-up
24.3384_68.6941.png,Cropland
28.8467_72.5077.png,Built-up
23.8871_70.9148.png,
28.5879_80.6161.png,Tree_cover
26.9703_74.0666.png,Cropland
26.9796_69.1765.png,Cropland
26.8555_70.4402.png,Built-up
26.7556_70.1990.png,Built-up
23.4459_71.1560.png,
27.8468_76.2180.png,Cropland
26.1204_73.7902.png,Cropland
23.2249_71.7181.png,Cropland
22.2283_68.9296.png,Permanent_water_bodies
26.2055_73.3754.png,Cropland
23.9586_68.3353.png,Permanent_water_bodies
21.2749_72.1384.png,Permanent_water_bodies
21.3749_72.4681.png,Permanent_water_bodies
22.3135_71.8472.png,Cropland
22.0783_69.0884.png,Permanent_water_bodies
2690795.0000_629835.0000.png,
27.0703_73.7287.png,Cropland
21.8249_72.5472.png,Permanent_water_bodies
24.0959_69.4148.png,
28.4555_80.7073.png,Tree_cover
25.3056_76.5989.png,Cropland
24.1871_68.9884.png,
24.0620_68.7975.png,Permanent_water_bodies
24.6207_71.0854.png,Cropland
22.8782_70.0384.png,Permanent_water_bodies
27.0504_88.0755.png,Tree_cover
23.2959_71.5384.png,
27.0003_88.3018.png,Tree_cover
23.9749_71.0560.png,
25.9085_69.8854.png,Cropland
21.4783_72.5182.png,Permanent_water_bodies
28.7380_75.4402.png,Cropland
24.0207_68.7178.png,Permanent_water_bodies
21.5283_72.6148.png,Permanent_water_bodies
28.1467_80.5161.png,Tree_cover
26.9555_70.3166.png,
24.1547_68.9560.png,Permanent_water_bodies
24.0283_70.7181.png,
26.8503_89.5107.png,Tree_cover
21.8870_72.2682.png,Permanent_water_bodies
26.9884_69.1853.png,Cropland
22.2617_87.9518.png,Built-up
23.8708_67.5589.png,Permanent_water_bodies
27.9708_69.9942.png,Cropland
24.0620_68.7854.png,Permanent_water_bodies
26.1207_69.8590.png,Cropland
26.9203_69.8787.png,Cropland
26.7055_69.9402.png,Cropland
26.7618_89.6141.png,Tree_cover
26.9379_70.1666.png,Cropland
25.7296_68.1941.png,Cropland
29.1082_76.2180.png,Grassland
21.7118_87.8519.png,Built-up
24.0249_68.9560.png,Permanent_water_bodies
29.5117_74.7794.png,Cropland
27.3291_77.1666.png,Shrubland
26.9118_88.5107.png,Tree_cover
25.9119_68.0266.png,Cropland
24.5135_71.1472.png,
24.9170_76.5666.png,Shrubland
27.4296_69.6975.png,Cropland
27.0791_70.5902.png,Cropland
21.2283_73.7560.png,Permanent_water_bodies
22.2749_72.3648.png,Permanent_water_bodies
26.8169_70.3402.png,Cropland
24.5383_68.4677.png,Cropland
26.8619_68.8089.png,Cropland
25.8055_79.9397.png,Grassland
23.7749_69.6295.png,
26.8472_69.1090.png,Cropland
22.4635_69.6796.png,Permanent_water_bodies
29.7969_75.0794.png,
24.3047_70.2471.png,Herbaceous_wetland
20.2635_72.7383.png,Permanent_water_bodies
21.7047_72.5059.png,Permanent_water_bodies
21.8118_87.9607.png,Built-up
29.8204_74.8680.png,Cropland
21.7249_72.2884.png,Permanent_water_bodies
28.5258_80.5985.png,Tree_cover
21.4283_70.8648.png,Cropland
25.9296_67.9942.png,
21.1783_70.0059.png,Permanent_water_bodies
29.9381_75.1059.png,Cropland
24.8968_76.9254.png,Shrubland
27.5119_69.9590.png,
22.8459_70.2972.png,Permanent_water_bodies
21.5916_88.3140.png,Built-up
21.8749_72.4384.png,Permanent_water_bodies
20.8283_70.4560.png,Permanent_water_bodies
25.2670_75.9787.png,Shrubland
27.6258_82.4573.png,Tree_cover
26.9968_70.4254.png,Cropland
27.0170_69.7254.png,Cropland
23.6135_68.4147.png,Permanent_water_bodies
24.1884_67.3089.png,Permanent_water_bodies
23.5740_87.6754.png,Grassland
23.7634_71.0296.png,
23.9459_69.0060.png,Permanent_water_bodies
25.6471_68.1765.png,
27.4296_69.6765.png,
22.2635_71.8796.png,Cropland
26.9703_74.1254.png,Cropland
21.6370_72.5182.png,Permanent_water_bodies
29.4704_76.2294.png,Cropland
24.0547_70.8795.png,
26.6292_70.2288.png,
23.5959_68.4147.png,Permanent_water_bodies
28.4467_80.0283.png,Tree_cover
24.2135_68.8060.png,Permanent_water_bodies
23.7783_69.3883.png,
28.6757_79.9749.png,Tree_cover
23.7135_68.4972.png,Permanent_water_bodies
24.1135_69.7559.png,
23.5249_71.2796.png,
25.9379_79.4749.png,Grassland
23.3283_71.5182.png,Shrubland
25.4258_78.9249.png,Grassland
23.3635_71.5182.png,Shrubland
20.7371_70.6295.png,Permanent_water_bodies
27.4669_74.3288.png,Cropland
27.2586_69.2942.png,
21.8635_72.5560.png,Permanent_water_bodies
26.9708_68.7975.png,
27.2703_74.1902.png,Cropland
26.7652_88.8255.png,Tree_cover
27.0467_74.0077.png,Cropland
23.6635_70.0682.png,Permanent_water_bodies
24.1135_68.9384.png,Permanent_water_bodies
21.0459_70.1295.png,Permanent_water_bodies
21.5135_71.3384.png,Built-up
23.3249_70.9384.png,Shrubland
26.2291_73.5754.png,Cropland
21.4283_72.4472.png,Permanent_water_bodies
25.9555_76.6288.png,Cropland
28.6643_79.9661.png,Tree_cover
21.5249_72.4681.png,Permanent_water_bodies
24.1707_68.3678.png,
22.3749_68.9296.png,Permanent_water_bodies
22.0047_72.4560.png,Permanent_water_bodies
27.0291_70.0166.png,
24.3620_70.4976.png,
26.9467_70.3989.png,
22.8871_69.9883.png,Permanent_water_bodies
23.6249_68.3681.png,Permanent_water_bodies
24.2871_70.9182.png,Shrubland
27.0972_68.8854.png,
22.0547_72.4060.png,Permanent_water_bodies
24.1468_82.8073.png,Built-up
26.4120_69.4475.png,
27.2795_69.5765.png,
28.5555_80.2573.png,Tree_cover
24.5635_71.0648.png,Shrubland
24.8208_66.7766.png,Permanent_water_bodies
25.8208_68.1475.png,
22.2283_72.4648.png,Permanent_water_bodies
21.6871_70.8972.png,Built-up
27.4467_74.1166.png,Cropland
24.9967_75.9990.png,Grassland
27.4669_74.4402.png,Cropland
23.8871_71.0472.png,Shrubland
21.4871_71.2181.png,Built-up
23.3635_71.2559.png,Shrubland
26.3296_69.6975.png,
24.0783_71.0472.png,Shrubland
28.8203_75.2902.png,Cropland
24.9555_76.0288.png,Grassland
26.7151_88.9931.png,Tree_cover
28.3791_79.9573.png,Tree_cover
24.9056_76.9754.png,Cropland
23.9459_70.9472.png,Shrubland
27.4472_69.5853.png,
25.4291_79.6249.png,Cropland
21.7283_72.3472.png,Permanent_water_bodies
25.8555_80.0661.png,Cropland
23.7783_68.2060.png,Permanent_water_bodies
22.7239_86.4755.png,Tree_cover
23.9371_70.9472.png,Shrubland
24.1472_67.4177.png,Permanent_water_bodies
27.1556_70.1990.png,Built-up
25.0556_75.2578.png,Grassland
22.4749_69.7148.png,Permanent_water_bodies
27.8120_67.5354.png,
24.0783_71.1682.png,Shrubland
25.2291_75.5490.png,Grassland
23.5283_70.2148.png,Shrubland
24.0783_68.7384.png,Permanent_water_bodies
27.2707_68.7766.png,
27.2291_69.9578.png,Built-up
22.7135_70.2060.png,Permanent_water_bodies
20.7249_71.0059.png,Permanent_water_bodies
22.0459_72.4971.png,Permanent_water_bodies
23.9547_71.1060.png,Shrubland
21.4371_72.4883.png,Permanent_water_bodies
23.8371_68.6383.png,Permanent_water_bodies
21.9047_72.3182.png,Permanent_water_bodies
23.7546_71.0296.png,Shrubland
24.7707_67.0266.png,Permanent_water_bodies
24.4547_71.2181.png,Shrubland
27.2468_73.5990.png,Cropland
23.3783_71.2682.png,Shrubland
25.1169_77.0490.png,Cropland
22.3283_69.3648.png,Permanent_water_bodies
27.2879_69.7578.png,Built-up
27.0703_71.2287.png,Built-up
27.0118_88.6640.png,Tree_cover
26.9586_69.2476.png,Tree_cover
21.8782_72.4148.png,Permanent_water_bodies
23.5371_70.2148.png,Shrubland
22.2959_69.2796.png,Permanent_water_bodies
22.1749_72.4795.png,Permanent_water_bodies
22.0328_88.1842.png,Built-up
26.7120_69.0677.png,Tree_cover
25.7291_79.1397.png,Cropland
26.6328_89.4431.png,Tree_cover
24.2249_70.9883.png,
27.1055_77.5897.png,Cropland
27.1972_67.3177.png,Tree_cover
27.5086_69.3441.png,Tree_cover
25.5119_68.1975.png,Tree_cover
24.2619_68.5178.png,Tree_cover
21.6370_72.6060.png,Permanent_water_bodies
28.3967_80.8283.png,Tree_cover
21.7783_72.3972.png,Permanent_water_bodies
23.9749_68.5972.png,Permanent_water_bodies
21.7749_72.2796.png,Permanent_water_bodies
21.4959_72.4296.png,Permanent_water_bodies
23.8249_69.5884.png,
26.5291_75.1788.png,Cropland
26.8291_69.9166.png,
21.7959_70.9472.png,Cropland
24.1959_70.5796.png,
22.5134_69.1060.png,Permanent_water_bodies
24.1283_70.7471.png,
24.1380_82.8985.png,Permanent_water_bodies
26.8327_89.5430.png,Tree_cover
24.1371_69.1471.png,
24.0459_71.0296.png,
27.0056_70.2166.png,
20.8371_72.8060.png,Permanent_water_bodies
29.7381_76.4646.png,Cropland
24.1707_68.7476.png,Shrubland
24.2208_69.1765.png,Tree_cover
24.0046_70.9795.png,
28.6793_76.0558.png,Cropland
26.1295_69.5941.png,Tree_cover
26.5295_69.9678.png,Tree_cover
27.4620_69.3476.png,Tree_cover
24.3459_71.3148.png,
20.4749_72.8296.png,Permanent_water_bodies
26.6585_69.2854.png,Tree_cover
